74
6
(0, 1.98761, 0,) 0.25, 1, 0,
(0.25, 1.62122, 0,) 0.25, 1, 0,
(0.25, 1.62122, 0,) 0.25, 1, 0,
(0.5, 1.27733, 0,) 0.25, 1, 0,
(0.5, 1.27733, 0,) 0.25, 1, 0,
(0.75, 0.955931, 0,) 0.25, 1, 0,
(0.75, 0.955931, 0,) 0.25, 1, 0,
(1, 0.657026, 0,) 0.25, 1, 0,
(1, 0.657026, 0,) 0.25, 1, 0,
(1.25, 0.380615, 0,) 0.25, 1, 0,
(1.25, 0.380615, 0,) 0.25, 1, 0,
(1.5, 0.126698, 0,) 0.25, 1, 0,
(1.5, 0.126698, 0,) 0.25, 1, 0,
(1.75, -0.104725, 0,) 0.25, 1, 0,
(1.75, -0.104725, 0,) 0.25, 1, 0,
(2, -0.313655, 0,) 0.25, 1, 0,
(2, -0.313655, 0,) 0.25, 1, 0,
(2.25, -0.500092, 0,) 0.25, 1, 0,
(2.25, -0.500092, 0,) 0.25, 1, 0,
(2.5, -0.664035, 0,) 0.25, 1, 0,
(2.5, -0.664035, 0,) 0.25, 1, 0,
(2.75, -0.805484, 0,) 0.25, 1, 0,
(2.75, -0.805484, 0,) 0.25, 1, 0,
(3, -0.924439, 0,) 0.25, 1, 0,
(3, -0.924439, 0,) 0.25, 1, 0,
(3.25, -1.0209, 0,) 0.25, 1, 0,
(3.25, -1.0209, 0,) 0.25, 1, 0,
(3.5, -1.09487, 0,) 0.25, 1, 0,
(3.5, -1.09487, 0,) 0.25, 1, 0,
(3.75, -1.14634, 0,) 0.25, 1, 0,
(3.75, -1.14634, 0,) 0.25, 1, 0,
(4, -1.17532, 0,) 0.25, 1, 0,
(4, -1.17532, 0,) 0.25, 1, 0,
(4.25, -1.18181, 0,) 0.25, 1, 0,
(4.25, -1.18181, 0,) 0.25, 1, 0,
(4.5, -1.16581, 0,) 0.25, 1, 0,
(4.5, -1.16581, 0,) 0.25, 1, 0,
(4.75, -1.12731, 0,) 0.25, 1, 0,
(4.75, -1.12731, 0,) 0.25, 1, 0,
(5, -1.06631, 0,) 0.25, 1, 0,
(5, -1.06631, 0,) 0.25, 1, 0,
(5.25, -0.982825, 0,) 0.25, 1, 0,
(5.25, -0.982825, 0,) 0.25, 1, 0,
(5.5, -0.876844, 0,) 0.25, 1, 0,
(5.5, -0.876844, 0,) 0.25, 1, 0,
(5.75, -0.74837, 0,) 0.25, 1, 0,
(5.75, -0.74837, 0,) 0.25, 1, 0,
(6, -0.597402, 0,) 0.25, 1, 0,
(6, -0.597402, 0,) 0.25, 1, 0,
(6.25, -0.42394, 0,) 0.25, 1, 0,
(6.25, -0.42394, 0,) 0.25, 1, 0,
(6.5, -0.227984, 0,) 0.25, 1, 0,
(6.5, -0.227984, 0,) 0.25, 1, 0,
(6.75, -0.00953555, 0,) 0.25, 1, 0,
(6.75, -0.00953555, 0,) 0.25, 1, 0,
(7, 0.231407, 0,) 0.25, 1, 0,
(7, 0.231407, 0,) 0.25, 1, 0,
(7.25, 0.494843, 0,) 0.25, 1, 0,
(7.25, 0.494843, 0,) 0.25, 1, 0,
(7.5, 0.780773, 0,) 0.25, 1, 0,
(7.5, 0.780773, 0,) 0.25, 1, 0,
(7.75, 1.0892, 0,) 0.25, 1, 0,
(7.75, 1.0892, 0,) 0.25, 1, 0,
(8, 1.42011, 0,) 0.25, 1, 0,
(8, 1.42011, 0,) 0.25, 1, 0,
(8.25, 1.77352, 0,) 0.25, 1, 0,
(8.25, 1.77352, 0,) 0.25, 1, 0,
(8.5, 2.14943, 0,) 0.25, 1, 0,
(8.5, 2.14943, 0,) 0.25, 1, 0,
(8.75, 2.54783, 0,) 0.25, 1, 0,
(8.75, 2.54783, 0,) 0.25, 1, 0,
(9, 2.96872, 0,) 0.25, 1, 0,
(9, 2.96872, 0,) 0.25, 1, 0,
(9.25, 3.4121, 0,) 0.25, 1, 0,
